Account_Length,Area_Code,Phone_Number,International_Plan,Voice_Mail_Plan,Voice_Mail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Evening_Minutes,Total_Evening_Calls,Total_Evening_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_International_Minutes,Total_International_Calls,Total_International_Charge,Customer_Service_Calls,Churn,Total_Minutes,Total_Calls,Total_Charges,Avg_Call_Duration,Customer_Service_Category
146,408,4057676,no,no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,True,494.09999999999997,317,50.150000000000006,1.5586750788643533,High
119,510,3612349,no,no,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,557.7,315,47.480000000000004,1.7704761904761905,Low
142,408,3832901,yes,yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,False,578.3,292,58.11,1.9804794520547944,Low
123,408,3697049,no,no,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,False,637.0,263,65.36,2.4220532319391634,Low
101,408,3875533,no,no,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,True,803.7,363,80.01,2.2140495867768597,Low
43,415,3623660,no,no,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,False,667.5,342,64.36,1.9517543859649122,Low
69,408,3573577,no,no,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,False,653.5,291,62.57000000000001,2.245704467353952,Low
15,510,3943312,yes,no,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,False,596.9000000000001,247,51.32,2.416599190283401,Low
107,510,3958330,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,574.2,290,64.38,1.9800000000000002,Low
67,510,3738895,no,no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,False,595.1999999999999,345,57.03999999999999,1.7252173913043476,Low
99,415,3864581,no,no,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,False,569.4,282,55.629999999999995,2.019148936170213,Low
46,415,3548191,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,False,604.6,389,57.4,1.554241645244216,Low
55,408,3597562,yes,no,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,False,631.5,333,64.84,1.8963963963963963,Low
39,415,3594336,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,True,743.4,368,82.26,2.0201086956521737,Low
92,510,3369901,no,no,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,False,525.7,383,50.25,1.372584856396867,Low
56,415,4063069,no,no,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,True,581.7,293,55.76,1.9853242320819113,Low
76,415,3346519,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,True,752.3000000000001,299,79.13,2.5160535117056857,Low
132,408,3618113,yes,yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,False,638.5999999999999,236,65.74,2.70593220338983,Low
140,510,3479769,no,yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False,525.1,277,52.66,1.8956678700361012,Low
51,510,3529130,yes,yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,False,541.1,299,52.120000000000005,1.8096989966555184,Low
27,408,3784557,no,no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,False,646.0,293,70.79,2.204778156996587,Low
224,510,3608919,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,False,509.09999999999997,311,45.08,1.6369774919614146,Low
105,510,4054109,yes,yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,True,445.59999999999997,301,47.16,1.4803986710963455,Low
117,408,3812498,no,no,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,False,570.6999999999999,271,63.59,2.10590405904059,Low
91,415,3575696,no,no,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True,475.90000000000003,341,48.5,1.395601173020528,Low
135,415,4122947,no,no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False,557.7,270,64.48,2.0655555555555556,Low
146,415,3633571,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,False,661.1,263,63.14,2.513688212927757,Low
147,415,4055403,yes,no,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,True,563.2,356,63.11,1.5820224719101126,Low
68,510,3309354,no,no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,True,786.5,349,78.80000000000001,2.2535816618911175,Low
68,408,3967091,no,no,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,False,535.1,310,48.300000000000004,1.7261290322580647,Low
86,408,3983004,no,yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False,581.6,328,59.809999999999995,1.773170731707317,Low
131,415,4004020,no,no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False,643.8,334,60.42,1.9275449101796407,Low
86,415,3563448,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False,706.5,306,70.35,2.3088235294117645,Low
159,415,3352019,no,no,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,True,696.6,309,75.08,2.254368932038835,Low
134,415,3326633,no,yes,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,False,532.3,268,47.790000000000006,1.9861940298507461,Low
113,510,3597648,no,no,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,False,684.0999999999999,281,69.14,2.4345195729537363,Low
132,408,4129190,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,False,623.8,346,64.58,1.8028901734104046,Low
85,415,3689007,no,no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False,638.9,231,65.38000000000001,2.7658008658008657,Low
93,510,3845632,yes,yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,True,552.5,371,61.01,1.4892183288409704,Low
174,408,3526068,no,yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,True,517.6,318,55.75000000000001,1.6276729559748428,Low
61,415,3439645,no,no,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,False,577.9,310,58.39,1.8641935483870966,Low
91,415,3847873,no,yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,False,390.3,317,43.85,1.231230283911672,Low
88,408,3962187,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,False,649.3,326,64.74,1.9917177914110429,Low
88,408,3835109,no,yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,False,555.6,367,44.05,1.5138964577656677,Low
195,415,3777843,no,yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False,670.5999999999999,289,70.87,2.3204152249134946,Low
182,415,3827999,no,no,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,False,562.5999999999999,323,44.64,1.7417956656346747,Low
118,408,3281222,no,no,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,False,634.5,231,62.69,2.7467532467532467,Low
103,408,3711727,no,no,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,True,551.3,363,52.730000000000004,1.5187327823691459,High
65,510,3698871,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,False,524.4,283,54.42,1.8530035335689046,Low
61,408,3359726,no,yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,False,420.9,311,46.15,1.3533762057877812,Low
172,415,3573709,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,False,718.5999999999999,346,68.22,2.076878612716763,Low
72,415,4229964,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,False,562.5,322,55.21,1.7468944099378882,Low
113,510,3669211,no,no,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,False,627.9,313,57.5,2.006070287539936,Low
177,408,3849033,no,no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,605.9,330,61.21,1.836060606060606,Low
100,408,3824932,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,526.7,322,43.33,1.635714285714286,High
67,415,4047518,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,False,629.3,309,64.82000000000001,2.0365695792880256,Low
136,415,3531954,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,False,450.09999999999997,329,43.2,1.3680851063829786,Low
71,415,3917166,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,False,577.3,346,65.53999999999999,1.6684971098265895,Low
134,408,3709000,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,False,725.4000000000001,362,71.72,2.0038674033149175,Low
124,415,3323642,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,732.9000000000001,304,63.379999999999995,2.4108552631578952,Low
84,415,4123898,no,no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,False,645.2,351,62.919999999999995,1.8381766381766382,Low
39,408,3665640,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False,564.3,312,55.04,1.808653846153846,Low
110,510,3562302,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,False,444.1,312,50.54,1.423397435897436,Low
102,510,3459018,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,False,530.4,296,50.28,1.7918918918918918,Low
70,415,3656205,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,False,607.1,360,58.24000000000001,1.686388888888889,Low
142,415,3371151,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,False,579.4,288,55.059999999999995,2.0118055555555556,Low
81,510,3744664,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,566.6,271,66.09,2.0907749077490774,Low
17,415,3969656,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,False,699.3,315,62.17,2.2199999999999998,Low
119,408,3775043,no,no,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,True,755.7,260,79.03,2.9065384615384615,Low
105,415,4017359,no,no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,794.3,332,84.92999999999999,2.3924698795180723,Low
108,415,3752184,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,True,555.4000000000001,303,51.0,1.8330033003300332,Low
90,415,3676005,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,False,415.3,360,38.54,1.1536111111111111,Low
100,415,3642166,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,False,484.8,369,58.09,1.3138211382113822,Low
155,408,4144741,no,yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False,578.1,268,51.150000000000006,2.1570895522388063,Low
113,510,4039719,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True,543.0999999999999,306,51.669999999999995,1.7748366013071892,Low
123,415,3718452,no,no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False,593.8,273,56.7,2.175091575091575,Low
145,408,3926239,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,False,622.0,348,59.629999999999995,1.7873563218390804,Low
42,415,4105250,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False,673.0,285,63.35,2.3614035087719296,Low
125,510,3361574,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False,598.4,305,57.480000000000004,1.961967213114754,Low
131,415,4068324,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False,604.2,292,58.660000000000004,2.069178082191781,Low
107,415,4117110,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,False,603.5999999999999,236,68.17999999999999,2.5576271186440676,Low
48,408,3419907,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False,552.5,266,58.89999999999999,2.077067669172932,Low
76,510,4008952,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,False,636.3,300,62.169999999999995,2.121,Low
128,415,3339266,no,no,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False,653.5,327,59.230000000000004,1.9984709480122325,Low
73,415,4194894,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,False,617.4,291,60.43000000000001,2.1216494845360825,Low
52,415,3649904,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,True,471.5,302,47.5,1.5612582781456954,Low
126,415,3943048,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,469.90000000000003,346,46.52000000000001,1.358092485549133,Low
124,415,3526265,no,no,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,False,594.8,333,58.989999999999995,1.786186186186186,Low
137,408,3573187,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False,666.8000000000001,355,67.62,1.8783098591549299,Low
71,510,3738483,no,no,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,721.4,320,76.00999999999999,2.254375,Low
139,415,3759930,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,617.5,285,63.72,2.1666666666666665,Low
107,510,3526282,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False,578.3,257,62.0,2.250194552529183,Low
147,408,3962945,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False,583.3,285,63.31,2.0466666666666664,Low
116,510,4123527,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False,400.09999999999997,286,42.77,1.3989510489510488,Low
60,510,3284231,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False,672.9000000000001,275,67.85000000000001,2.446909090909091,Low
38,510,4139055,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False,375.4,274,40.61,1.3700729927007298,Low
63,408,3638755,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False,540.0,296,51.42999999999999,1.8243243243243243,Low
94,415,3888891,no,no,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False,612.4,326,53.07000000000001,1.8785276073619632,Low
131,415,3601776,no,no,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False,465.0,359,45.279999999999994,1.2952646239554317,Low
158,510,4113578,no,no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,False,563.5,297,57.349999999999994,1.8973063973063973,Low
139,510,3997268,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True,629.9000000000001,336,67.21,1.8747023809523813,Low
77,415,3501532,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,590.6,342,55.6,1.7269005847953216,Low
140,415,3592197,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False,557.3,312,53.24,1.7862179487179486,Low
72,408,4079290,no,no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,543.9,302,55.8,1.8009933774834437,Low
52,510,3586672,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False,603.8,295,54.24,2.046779661016949,Low
103,510,3934621,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,False,601.9000000000001,320,59.51,1.8809375000000004,High
74,415,3367357,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,728.9000000000001,318,69.07,2.2921383647798743,Low
124,415,3511466,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,555.4000000000001,279,56.83,1.9906810035842297,Low
85,510,3946668,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False,678.6999999999999,299,76.94000000000001,2.269899665551839,High
113,408,4032673,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,599.5,241,55.13,2.487551867219917,High
71,408,3551735,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,False,468.69999999999993,296,46.27,1.5834459459459458,Low
177,415,4167679,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False,652.0999999999999,294,68.30000000000001,2.2180272108843533,Low
49,415,3404972,yes,no,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True,630.1000000000001,303,69.95,2.07953795379538,Low
106,510,4174826,yes,no,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,True,549.8,250,59.970000000000006,2.1992,Low
60,510,4086676,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False,609.8,247,63.89,2.468825910931174,Low
43,408,4176683,no,no,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False,646.5999999999999,299,59.800000000000004,2.1625418060200667,Low
66,510,3316270,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,585.8000000000001,359,52.23,1.6317548746518107,Low
125,415,4049754,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False,628.0,257,62.5,2.443579766536965,Low
114,510,3649425,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False,604.8,272,56.209999999999994,2.2235294117647055,Low
112,415,3396477,no,no,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True,674.1,312,77.13999999999999,2.160576923076923,Low
101,408,3622787,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False,535.5,325,49.93000000000001,1.6476923076923078,Low
70,415,4059233,no,no,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False,313.0,273,23.25,1.1465201465201464,Low
59,408,4161845,no,no,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False,475.5,329,50.32,1.4452887537993921,Low
59,408,3859657,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False,560.5,298,54.14000000000001,1.8808724832214765,Low
124,415,4205652,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,645.3,225,60.300000000000004,2.868,Low
99,415,4151141,no,no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False,593.9,315,55.550000000000004,1.8853968253968254,Low
150,510,3345634,no,no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False,578.0,316,58.66,1.8291139240506329,Low
81,510,4034200,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False,560.8000000000001,267,60.489999999999995,2.100374531835206,Low
86,510,3577893,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,False,701.1,286,70.26,2.4513986013986013,Low
84,510,3692899,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False,435.90000000000003,267,49.5,1.6325842696629216,Low
118,510,3811026,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False,741.6000000000001,341,78.37,2.174780058651027,Low
89,415,3888722,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False,672.4000000000001,343,66.42,1.9603498542274056,Low
93,415,4183135,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False,575.0,273,67.28,2.1062271062271063,Low
85,415,3803974,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False,471.9,283,43.25999999999999,1.6674911660777385,Low
160,408,3387232,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False,447.2,274,40.69,1.6321167883211678,Low
28,415,3345223,no,no,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False,532.4,294,53.72,1.8108843537414965,Low
73,408,3408323,no,no,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True,689.5,342,76.36999999999999,2.0160818713450293,Low
156,408,3376851,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False,632.0,333,60.58999999999999,1.897897897897898,Low
33,415,3445973,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False,555.1999999999999,346,58.2,1.6046242774566473,Low
77,510,3352261,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False,643.6,267,63.11,2.410486891385768,Low
119,415,3431458,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False,546.0,283,51.93,1.9293286219081272,Low
91,510,4154875,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,557.7,273,57.59,2.042857142857143,Low
102,510,3812726,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,670.0999999999999,304,71.14,2.2042763157894734,Low
86,415,3953852,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,570.0999999999999,308,68.36999999999999,1.8509740259740257,Low
82,415,3587914,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,502.3,307,48.13,1.636156351791531,Low
89,408,3326958,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,479.1,367,45.24,1.305449591280654,Low
86,415,3551019,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,589.3,323,60.629999999999995,1.8244582043343651,Low
134,408,3829447,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,474.1,310,50.629999999999995,1.5293548387096776,Low
92,415,3868536,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,560.5,272,59.81999999999999,2.0606617647058822,Low
87,510,3633818,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,553.6,283,57.940000000000005,1.9561837455830389,Low
64,408,3606416,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,569.0,290,67.36999999999999,1.9620689655172414,Low
80,510,3328764,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,649.2,302,66.99,2.1496688741721854,Low
165,415,3984814,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,542.2,324,54.38,1.673456790123457,Low
153,415,4105963,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,625.9,323,60.7,1.9377708978328172,Low
41,415,3996642,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,545.2,292,58.72,1.867123287671233,Low
108,415,3909986,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,692.7,271,71.57,2.556088560885609,Low
104,415,3911793,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,577.7,317,59.269999999999996,1.822397476340694,Low
115,408,3525542,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,494.1,256,47.900000000000006,1.930078125,Low
87,415,3868118,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,507.59999999999997,306,55.49,1.6588235294117646,Low
159,415,3949825,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,544.4000000000001,275,55.209999999999994,1.9796363636363639,Low
119,510,3824952,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,542.4,364,54.49,1.4901098901098901,Low
69,415,3872698,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,617.9000000000001,334,57.95,1.8500000000000003,Low
87,408,4171360,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,595.4,340,58.050000000000004,1.7511764705882353,Low
93,510,4084836,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,792.0,312,84.67999999999999,2.5384615384615383,Low
154,415,3748329,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,549.4,326,54.53,1.685276073619632,Low
57,415,3638424,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,647.3,309,68.14,2.0948220064724916,Low
130,510,4088910,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,603.7,314,56.96,1.922611464968153,High
